CustomerID,ProductID,RegionID,PurchaseDate,StockDate,CostPrice,PurchasePrice,QuantityPurchased
1,1,1,15/07/2090,04/02/1990,0.5532,0.6638,1
2,2,2,16/07/2090,05/02/1990,1.6314,1.8208,2
3,3,3,17/07/2090,06/02/1990,2.0071,2.01,3
4,4,4,18/07/2090,07/02/1990,3.6068,3.9102,5
5,5,5,19/07/2090,08/02/1990,4.5532,4.5532,5
6,6,6,20/07/2090,09/02/1990,5.6314,5.5532,1
7,7,7,21/07/2090,10/02/1990,6.0071,6.5532,2
8,8,8,22/07/2090,11/02/1990,7.6068,7.5532,4
9,9,1,23/07/2090,12/02/1990,8.5532,8.5532,4
10,10,2,24/07/2090,13/02/1990,9.6314,9.5532,5
11,11,3,25/07/2090,14/02/1990,10.0071,10.5532,1
12,12,4,26/07/2090,15/02/1990,11.6068,11.5532,3
13,1,5,27/07/2090,16/02/1990,0.5532,0.6638,1
14,2,6,28/07/2090,17/02/1990,1.6314,1.8208,2
15,3,7,29/07/2090,18/02/1990,2.0071,2.01,3
1,4,8,30/07/2090,19/02/1990,3.6068,3.9102,5
2,5,1,31/07/2090,20/02/1990,4.5532,4.5532,5
3,6,2,01/08/2090,21/02/1990,5.6314,5.5532,1
4,7,3,02/08/2090,22/02/1990,6.0071,6.5532,2
5,8,4,03/08/2090,23/02/1990,7.6068,7.5532,4
6,9,5,04/08/2090,24/02/1990,8.5532,8.5532,4
7,10,6,05/08/2090,25/02/1990,9.6314,9.5532,5
8,11,7,06/08/2090,26/02/1990,10.0071,10.5532,1
9,12,8,07/08/2090,27/02/1990,11.6068,11.5532,3
10,1,1,08/08/2090,28/02/1990,0.5532,0.6638,1
11,2,2,09/08/2090,01/03/1990,1.6314,1.8208,2
12,3,3,10/08/2090,02/03/1990,2.0071,2.01,3
13,4,4,11/08/2090,03/03/1990,3.6068,3.9102,5
14,5,5,12/08/2090,04/03/1990,4.5532,4.5532,5
15,6,6,13/08/2090,05/03/1990,5.6314,5.5532,1
1,7,7,14/08/2090,06/03/1990,6.0071,6.5532,2
2,8,8,15/08/2090,07/03/1990,7.6068,7.5532,4
3,9,1,16/08/2090,08/03/1990,8.5532,8.5532,4
4,10,2,17/08/2090,09/03/1990,9.6314,9.5532,5
5,11,3,18/08/2090,10/03/1990,10.0071,10.5532,1
6,12,4,19/08/2090,11/03/1990,11.6068,11.5532,3
7,1,5,20/08/2090,12/03/1990,0.5532,0.6638,1
8,2,6,21/08/2090,13/03/1990,1.6314,1.8208,2
9,3,7,22/08/2090,14/03/1990,2.0071,2.01,3
10,4,8,23/08/2090,15/03/1990,3.6068,3.9102,5
11,5,1,24/08/2090,16/03/1990,4.5532,4.5532,5
12,6,2,25/08/2090,17/03/1990,5.6314,5.5532,1
13,7,3,26/08/2090,18/03/1990,6.0071,6.5532,2
14,8,4,27/08/2090,19/03/1990,7.6068,7.5532,4
15,9,5,28/08/2090,20/03/1990,8.5532,8.5532,4
1,10,6,29/08/2090,21/03/1990,9.6314,9.5532,5
2,11,7,30/08/2090,22/03/1990,10.0071,10.5532,1
3,12,8,31/08/2090,23/03/1990,11.6068,11.5532,3
4,1,1,01/09/2090,24/03/1990,0.5532,0.6638,1
5,2,2,02/09/2090,01/01/1990,1.6314,1.8208,2
6,3,3,03/09/2090,02/01/1990,2.0071,2.01,3
7,4,4,04/09/2090,03/01/1990,3.6068,3.9102,5
8,5,5,05/09/2090,04/01/1990,4.5532,4.5532,5
9,6,6,06/09/2090,05/01/1990,5.6314,5.5532,1
10,7,7,07/09/2090,06/01/1990,6.0071,6.5532,2
11,8,8,08/09/2090,07/01/1990,7.6068,7.5532,4
12,9,1,09/09/2090,08/01/1990,8.5532,8.5532,4
13,10,2,10/09/2090,09/01/1990,9.6314,9.5532,5
14,11,3,11/09/2090,10/01/1990,10.0071,10.5532,1
15,12,4,12/09/2090,11/01/1990,11.6068,11.5532,3
1,1,5,13/09/2090,12/01/1990,0.5532,0.6638,1
2,2,6,14/09/2090,13/01/1990,1.6314,1.8208,2
3,3,7,15/09/2090,14/01/1990,2.0071,2.01,3
4,4,8,16/09/2090,15/01/1990,3.6068,3.9102,5
5,5,1,17/09/2090,16/01/1990,4.5532,4.5532,5
6,6,2,18/09/2090,17/01/1990,5.6314,5.5532,1
7,7,3,19/09/2090,18/01/1990,6.0071,6.5532,2
8,8,4,20/09/2090,19/01/1990,7.6068,7.5532,4
9,9,5,21/09/2090,20/01/1990,8.5532,8.5532,4
10,10,6,22/09/2090,21/01/1990,9.6314,9.5532,5
11,11,7,23/09/2090,22/01/1990,10.0071,10.5532,1
12,12,8,24/09/2090,23/01/1990,11.6068,11.5532,3
13,1,1,25/09/2090,24/01/1990,0.5532,0.6638,1
14,2,2,26/09/2090,25/01/1990,1.6314,1.8208,2
15,3,3,27/09/2090,26/01/1990,2.0071,2.01,3
1,4,4,28/09/2090,27/01/1990,3.6068,3.9102,5
2,5,5,29/09/2090,28/01/1990,4.5532,4.5532,5
3,6,6,30/09/2090,29/01/1990,5.6314,5.5532,1
4,7,7,01/10/2090,30/01/1990,6.0071,6.5532,2
5,8,8,02/10/2090,31/01/1990,7.6068,7.5532,4
6,9,1,03/10/2090,01/02/1990,8.5532,8.5532,4
7,10,2,04/10/2090,02/02/1990,9.6314,9.5532,5
8,11,3,05/10/2090,03/02/1990,10.0071,10.5532,1
9,12,4,06/10/2090,04/02/1990,11.6068,11.5532,3
10,1,5,07/10/2090,05/02/1990,0.5532,0.6638,1
11,2,6,08/10/2090,06/02/1990,1.6314,1.8208,2
12,3,7,09/10/2090,07/02/1990,2.0071,2.01,3
13,4,8,10/10/2090,08/02/1990,3.6068,3.9102,5
14,5,1,11/10/2090,09/02/1990,4.5532,4.5532,5
15,6,2,12/10/2090,10/02/1990,5.6314,5.5532,1
1,7,3,13/10/2090,11/02/1990,6.0071,6.5532,2
2,8,4,14/10/2090,12/02/1990,7.6068,7.5532,4
3,9,5,15/10/2090,13/02/1990,8.5532,8.5532,4
4,10,6,16/10/2090,14/02/1990,9.6314,9.5532,5
5,11,7,17/10/2090,15/02/1990,10.0071,10.5532,1
6,12,8,18/10/2090,16/02/1990,11.6068,11.5532,3
7,1,1,19/10/2090,17/02/1990,0.5532,0.6638,1
8,2,2,20/10/2090,18/02/1990,1.6314,1.8208,2
9,3,3,21/10/2090,19/02/1990,2.0071,2.01,3
10,4,4,22/10/2090,20/02/1990,3.6068,3.9102,5
11,5,5,23/10/2090,21/02/1990,4.5532,4.5532,5
12,6,6,24/10/2090,22/02/1990,5.6314,5.5532,1
13,7,7,25/10/2090,23/02/1990,6.0071,6.5532,2
14,8,8,26/10/2090,24/02/1990,7.6068,7.5532,4
15,9,1,27/10/2090,25/02/1990,8.5532,8.5532,4
1,10,2,28/10/2090,26/02/1990,9.6314,9.5532,5
2,11,3,29/10/2090,27/02/1990,10.0071,10.5532,1
3,12,4,30/10/2090,28/02/1990,11.6068,11.5532,3
4,1,5,31/10/2090,01/03/1990,0.5532,0.6638,1
5,2,6,01/11/2090,02/03/1990,1.6314,1.8208,2
6,3,7,02/11/2090,03/03/1990,2.0071,2.01,3
7,4,8,03/11/2090,04/03/1990,3.6068,3.9102,5
8,5,1,04/11/2090,05/03/1990,4.5532,4.5532,5
9,6,2,05/11/2090,06/03/1990,5.6314,5.5532,1
10,7,3,06/11/2090,07/03/1990,6.0071,6.5532,2
11,8,4,07/11/2090,08/03/1990,7.6068,7.5532,4
12,9,5,08/11/2090,09/03/1990,8.5532,8.5532,4
13,10,6,09/11/2090,10/03/1990,9.6314,9.5532,5
14,11,7,10/11/2090,11/03/1990,10.0071,10.5532,1
15,12,8,11/11/2090,12/03/1990,11.6068,11.5532,3
1,1,1,12/11/2090,13/03/1990,0.5532,0.6638,1
2,2,2,13/11/2090,14/03/1990,1.6314,1.8208,2
3,3,3,14/11/2090,15/03/1990,2.0071,2.01,3
4,4,4,15/11/2090,16/03/1990,3.6068,3.9102,5
5,5,5,16/11/2090,17/03/1990,4.5532,4.5532,5
6,6,6,17/11/2090,18/03/1990,5.6314,5.5532,1
7,7,7,18/11/2090,19/03/1990,6.0071,6.5532,2
8,8,8,19/11/2090,20/03/1990,7.6068,7.5532,4
9,9,1,20/11/2090,21/03/1990,8.5532,8.5532,4
10,10,2,21/11/2090,22/03/1990,9.6314,9.5532,5
11,11,3,22/11/2090,23/03/1990,10.0071,10.5532,1
12,12,4,23/11/2090,24/03/1990,11.6068,11.5532,3
13,1,5,24/11/2090,01/01/1990,0.5532,0.6638,1
14,2,6,25/11/2090,02/01/1990,1.6314,1.8208,2
15,3,7,26/11/2090,03/01/1990,2.0071,2.01,3
1,4,8,27/11/2090,04/01/1990,3.6068,3.9102,5
2,5,1,28/11/2090,05/01/1990,4.5532,4.5532,5
3,6,2,29/11/2090,06/01/1990,5.6314,5.5532,1
4,7,3,30/11/2090,07/01/1990,6.0071,6.5532,2
5,8,4,01/12/2090,08/01/1990,7.6068,7.5532,4
6,9,5,02/12/2090,09/01/1990,8.5532,8.5532,4
7,10,6,03/12/2090,10/01/1990,9.6314,9.5532,5
8,11,7,04/12/2090,11/01/1990,10.0071,10.5532,1
9,12,8,05/12/2090,12/01/1990,11.6068,11.5532,3
10,1,1,06/12/2090,13/01/1990,0.5532,0.6638,1
11,2,2,07/12/2090,14/01/1990,1.6314,1.8208,2
12,3,3,08/12/2090,15/01/1990,2.0071,2.01,3
13,4,4,09/12/2090,16/01/1990,3.6068,3.9102,5
14,5,5,10/12/2090,17/01/1990,4.5532,4.5532,5
15,6,6,11/12/2090,18/01/1990,5.6314,5.5532,1
1,7,7,12/12/2090,19/01/1990,6.0071,6.5532,2
2,8,8,13/12/2090,20/01/1990,7.6068,7.5532,4
3,9,1,14/12/2090,21/01/1990,8.5532,8.5532,4
4,10,2,15/12/2090,22/01/1990,9.6314,9.5532,5
5,11,3,16/12/2090,23/01/1990,10.0071,10.5532,1
6,12,4,17/12/2090,24/01/1990,11.6068,11.5532,3
7,1,5,18/12/2090,25/01/1990,0.5532,0.6638,1
8,2,6,19/12/2090,26/01/1990,1.6314,1.8208,2
9,3,7,20/12/2090,27/01/1990,2.0071,2.01,3
10,4,8,21/12/2090,28/01/1990,3.6068,3.9102,5
11,5,1,22/12/2090,29/01/1990,4.5532,4.5532,5
12,6,2,23/12/2090,30/01/1990,5.6314,5.5532,1
13,7,3,24/12/2090,31/01/1990,6.0071,6.5532,2
14,8,4,25/12/2090,01/02/1990,7.6068,7.5532,4
15,9,5,26/12/2090,02/02/1990,8.5532,8.5532,4
1,10,6,27/12/2090,03/02/1990,9.6314,9.5532,5
2,11,7,28/12/2090,04/02/1990,10.0071,10.5532,1
3,12,8,29/12/2090,05/02/1990,11.6068,11.5532,3
4,1,1,30/12/2090,06/02/1990,0.5532,0.6638,1
5,2,2,31/12/2090,07/02/1990,1.6314,1.8208,2
6,3,3,01/01/2091,08/02/1990,2.0071,2.01,3
7,4,4,02/01/2091,09/02/1990,3.6068,3.9102,5
8,5,5,03/01/2091,10/02/1990,4.5532,4.5532,5
9,6,6,04/01/2091,11/02/1990,5.6314,5.5532,1
10,7,7,05/01/2091,12/02/1990,6.0071,6.5532,2
11,8,8,06/01/2091,13/02/1990,7.6068,7.5532,4
12,9,1,07/01/2091,14/02/1990,8.5532,8.5532,4
13,10,2,08/01/2091,15/02/1990,9.6314,9.5532,5
14,11,3,09/01/2091,16/02/1990,10.0071,10.5532,1
15,12,4,10/01/2091,17/02/1990,11.6068,11.5532,3
1,1,5,11/01/2091,18/02/1990,0.5532,0.6638,1
2,2,6,12/01/2091,19/02/1990,1.6314,1.8208,2
3,3,7,13/01/2091,20/02/1990,2.0071,2.01,3
4,4,8,14/01/2091,21/02/1990,3.6068,3.9102,5
5,5,1,15/01/2091,22/02/1990,4.5532,4.5532,5
6,6,2,16/01/2091,23/02/1990,5.6314,5.5532,1
7,7,3,17/01/2091,24/02/1990,6.0071,6.5532,2
8,8,4,18/01/2091,25/02/1990,7.6068,7.5532,4
9,9,5,19/01/2091,26/02/1990,8.5532,8.5532,4
10,10,6,20/01/2091,27/02/1990,9.6314,9.5532,5
11,11,7,21/01/2091,28/02/1990,10.0071,10.5532,1
12,12,8,22/01/2091,01/03/1990,11.6068,11.5532,3
13,1,1,23/01/2091,02/03/1990,0.5532,0.6638,1
14,2,2,24/01/2091,03/03/1990,1.6314,1.8208,2
15,3,3,25/01/2091,04/03/1990,2.0071,2.01,3
1,4,4,26/01/2091,05/03/1990,3.6068,3.9102,5
2,5,5,27/01/2091,06/03/1990,4.5532,4.5532,5
3,6,6,28/01/2091,07/03/1990,5.6314,5.5532,1
4,7,7,29/01/2091,08/03/1990,6.0071,6.5532,2
5,8,8,30/01/2091,09/03/1990,7.6068,7.5532,4
6,9,1,31/01/2091,10/03/1990,8.5532,8.5532,4
7,10,2,01/02/2091,11/03/1990,9.6314,9.5532,5
8,11,3,02/02/2091,12/03/1990,10.0071,10.5532,1
9,12,4,03/02/2091,13/03/1990,11.6068,11.5532,3
10,1,5,04/02/2091,14/03/1990,0.5532,0.6638,1
11,2,6,05/02/2091,15/03/1990,1.6314,1.8208,2
12,3,7,06/02/2091,16/03/1990,2.0071,2.01,3
13,4,8,07/02/2091,17/03/1990,3.6068,3.9102,5
14,5,1,08/02/2091,18/03/1990,4.5532,4.5532,5
15,6,2,09/02/2091,19/03/1990,5.6314,5.5532,1
1,7,3,10/02/2091,20/03/1990,6.0071,6.5532,2
2,8,4,11/02/2091,21/03/1990,7.6068,7.5532,4
3,9,5,12/02/2091,22/03/1990,8.5532,8.5532,4
4,10,6,13/02/2091,23/03/1990,9.6314,9.5532,5
5,11,7,14/02/2091,24/03/1990,10.0071,10.5532,1
6,12,8,15/02/2091,01/01/1990,11.6068,11.5532,3
7,1,1,16/02/2091,02/01/1990,0.5532,0.6638,1
8,2,2,17/02/2091,03/01/1990,1.6314,1.8208,2
9,3,3,18/02/2091,04/01/1990,2.0071,2.01,3
10,4,4,19/02/2091,05/01/1990,3.6068,3.9102,5
11,5,5,20/02/2091,06/01/1990,4.5532,4.5532,5
12,6,6,21/02/2091,07/01/1990,5.6314,5.5532,1
13,7,7,22/02/2091,08/01/1990,6.0071,6.5532,2
14,8,8,23/02/2091,09/01/1990,7.6068,7.5532,4
15,9,1,24/02/2091,10/01/1990,8.5532,8.5532,4
1,10,2,25/02/2091,11/01/1990,9.6314,9.5532,5
2,11,3,26/02/2091,12/01/1990,10.0071,10.5532,1
3,12,4,27/02/2091,13/01/1990,11.6068,11.5532,3
4,1,5,28/02/2091,14/01/1990,0.5532,0.6638,1
5,2,6,01/03/2091,15/01/1990,1.6314,1.8208,2
6,3,7,02/03/2091,16/01/1990,2.0071,2.01,3
7,4,8,03/03/2091,17/01/1990,3.6068,3.9102,5
8,5,1,04/03/2091,18/01/1990,4.5532,4.5532,5
9,6,2,05/03/2091,19/01/1990,5.6314,5.5532,1
10,7,3,06/03/2091,20/01/1990,6.0071,6.5532,2
11,8,4,07/03/2091,21/01/1990,7.6068,7.5532,4
12,9,5,08/03/2091,22/01/1990,8.5532,8.5532,4
13,10,6,09/03/2091,23/01/1990,9.6314,9.5532,5
14,11,7,10/03/2091,24/01/1990,10.0071,10.5532,1
15,12,8,11/03/2091,25/01/1990,11.6068,11.5532,3
1,1,1,12/03/2091,26/01/1990,0.5532,0.6638,1
2,2,2,13/03/2091,27/01/1990,1.6314,1.8208,2
3,3,3,14/03/2091,28/01/1990,2.0071,2.01,3
4,4,4,15/03/2091,29/01/1990,3.6068,3.9102,5
5,5,5,16/03/2091,30/01/1990,4.5532,4.5532,5
6,6,6,17/03/2091,31/01/1990,5.6314,5.5532,1
7,7,7,18/03/2091,01/02/1990,6.0071,6.5532,2
8,8,8,19/03/2091,02/02/1990,7.6068,7.5532,4
9,9,1,20/03/2091,03/02/1990,8.5532,8.5532,4
10,10,2,21/03/2091,04/02/1990,9.6314,9.5532,5
11,11,3,22/03/2091,05/02/1990,10.0071,10.5532,1
12,12,4,23/03/2091,06/02/1990,11.6068,11.5532,3
13,1,5,24/03/2091,07/02/1990,0.5532,0.6638,1
14,2,6,25/03/2091,08/02/1990,1.6314,1.8208,2
15,3,7,26/03/2091,09/02/1990,2.0071,2.01,3
1,4,8,27/03/2091,10/02/1990,3.6068,3.9102,5
2,5,1,28/03/2091,11/02/1990,4.5532,4.5532,5
3,6,2,29/03/2091,12/02/1990,5.6314,5.5532,1
4,7,3,30/03/2091,13/02/1990,6.0071,6.5532,2
5,8,4,31/03/2091,14/02/1990,7.6068,7.5532,4
6,9,5,01/04/2091,15/02/1990,8.5532,8.5532,4
7,10,6,02/04/2091,16/02/1990,9.6314,9.5532,5
8,11,7,03/04/2091,17/02/1990,10.0071,10.5532,1
9,12,8,04/04/2091,18/02/1990,11.6068,11.5532,3
10,1,1,05/04/2091,19/02/1990,0.5532,0.6638,1
11,2,2,06/04/2091,20/02/1990,1.6314,1.8208,2
12,3,3,07/04/2091,21/02/1990,2.0071,2.01,3
13,4,4,08/04/2091,22/02/1990,3.6068,3.9102,5
14,5,5,09/04/2091,23/02/1990,4.5532,4.5532,5
15,6,6,10/04/2091,24/02/1990,5.6314,5.5532,1
1,7,7,11/04/2091,25/02/1990,6.0071,6.5532,2
2,8,8,12/04/2091,26/02/1990,7.6068,7.5532,4
3,9,1,13/04/2091,27/02/1990,8.5532,8.5532,4
4,10,2,14/04/2091,28/02/1990,9.6314,9.5532,5
5,11,3,15/04/2091,01/03/1990,10.0071,10.5532,1
6,12,4,16/04/2091,02/03/1990,11.6068,11.5532,3
7,1,5,17/04/2091,03/03/1990,0.5532,0.6638,1
8,2,6,18/04/2091,04/03/1990,1.6314,1.8208,2
9,3,7,19/04/2091,05/03/1990,2.0071,2.01,3
10,4,8,20/04/2091,06/03/1990,3.6068,3.9102,5
11,5,1,21/04/2091,07/03/1990,4.5532,4.5532,5
12,6,2,22/04/2091,08/03/1990,5.6314,5.5532,1
13,7,3,23/04/2091,09/03/1990,6.0071,6.5532,2
14,8,4,24/04/2091,10/03/1990,7.6068,7.5532,4
15,9,5,25/04/2091,11/03/1990,8.5532,8.5532,4
1,10,6,26/04/2091,12/03/1990,9.6314,9.5532,5
2,11,7,27/04/2091,13/03/1990,10.0071,10.5532,1
3,12,8,28/04/2091,14/03/1990,11.6068,11.5532,3
4,1,1,29/04/2091,15/03/1990,0.5532,0.6638,1
5,2,2,30/04/2091,16/03/1990,1.6314,1.8208,2
6,3,3,01/05/2091,17/03/1990,2.0071,2.01,3
7,4,4,02/05/2091,18/03/1990,3.6068,3.9102,5
8,5,5,03/05/2091,19/03/1990,4.5532,4.5532,5
9,6,6,04/05/2091,20/03/1990,5.6314,5.5532,1
10,7,7,05/05/2091,21/03/1990,6.0071,6.5532,2
11,8,8,06/05/2091,22/03/1990,7.6068,7.5532,4
12,9,1,07/05/2091,23/03/1990,8.5532,8.5532,4
13,10,2,08/05/2091,24/03/1990,9.6314,9.5532,5
14,11,3,09/05/2091,01/01/1990,10.0071,10.5532,1
15,12,4,10/05/2091,02/01/1990,11.6068,11.5532,3
1,1,5,11/05/2091,03/01/1990,0.5532,0.6638,1
2,2,6,12/05/2091,04/01/1990,1.6314,1.8208,2
3,3,7,13/05/2091,05/01/1990,2.0071,2.01,3
4,4,8,14/05/2091,06/01/1990,3.6068,3.9102,5
5,5,1,15/05/2091,07/01/1990,4.5532,4.5532,5
6,6,2,16/05/2091,08/01/1990,5.6314,5.5532,1
7,7,3,17/05/2091,09/01/1990,6.0071,6.5532,2
8,8,4,18/05/2091,10/01/1990,7.6068,7.5532,4
9,9,5,19/05/2091,11/01/1990,8.5532,8.5532,4
10,10,6,20/05/2091,12/01/1990,9.6314,9.5532,5
11,11,7,21/05/2091,13/01/1990,10.0071,10.5532,1
12,12,8,22/05/2091,14/01/1990,11.6068,11.5532,3
13,1,1,23/05/2091,15/01/1990,0.5532,0.6638,1
14,2,2,24/05/2091,16/01/1990,1.6314,1.8208,2
15,3,3,25/05/2091,17/01/1990,2.0071,2.01,3
1,4,4,26/05/2091,18/01/1990,3.6068,3.9102,5
2,5,5,27/05/2091,19/01/1990,4.5532,4.5532,5
3,6,6,28/05/2091,20/01/1990,5.6314,5.5532,1
4,7,7,29/05/2091,21/01/1990,6.0071,6.5532,2
5,8,8,30/05/2091,22/01/1990,7.6068,7.5532,4
6,9,1,31/05/2091,23/01/1990,8.5532,8.5532,4
7,10,2,01/06/2091,24/01/1990,9.6314,9.5532,5
8,11,3,02/06/2091,25/01/1990,10.0071,10.5532,1
9,12,4,03/06/2091,26/01/1990,11.6068,11.5532,3
10,1,5,04/06/2091,27/01/1990,0.5532,0.6638,1
11,2,6,05/06/2091,28/01/1990,1.6314,1.8208,2
12,3,7,06/06/2091,29/01/1990,2.0071,2.01,3
13,4,8,07/06/2091,30/01/1990,3.6068,3.9102,5
14,5,1,08/06/2091,31/01/1990,4.5532,4.5532,5
15,6,2,09/06/2091,01/02/1990,5.6314,5.5532,1
1,7,3,10/06/2091,02/02/1990,6.0071,6.5532,2
2,8,4,11/06/2091,03/02/1990,7.6068,7.5532,4
3,9,5,12/06/2091,04/02/1990,8.5532,8.5532,4
4,10,6,13/06/2091,05/02/1990,9.6314,9.5532,5
5,11,7,14/06/2091,06/02/1990,10.0071,10.5532,1
6,12,8,15/06/2091,07/02/1990,11.6068,11.5532,3
7,1,1,16/06/2091,08/02/1990,0.5532,0.6638,1
8,2,2,17/06/2091,09/02/1990,1.6314,1.8208,2
9,3,3,18/06/2091,10/02/1990,2.0071,2.01,3
10,4,4,19/06/2091,11/02/1990,3.6068,3.9102,5
11,5,5,20/06/2091,12/02/1990,4.5532,4.5532,5
12,6,6,21/06/2091,13/02/1990,5.6314,5.5532,1
13,7,7,22/06/2091,14/02/1990,6.0071,6.5532,2
14,8,8,23/06/2091,15/02/1990,7.6068,7.5532,4
15,9,1,24/06/2091,16/02/1990,8.5532,8.5532,4
1,10,2,25/06/2091,17/02/1990,9.6314,9.5532,5
2,11,3,26/06/2091,18/02/1990,10.0071,10.5532,1
3,12,4,27/06/2091,19/02/1990,11.6068,11.5532,3
4,1,5,28/06/2091,20/02/1990,0.5532,0.6638,1
5,2,6,29/06/2091,21/02/1990,1.6314,1.8208,2
6,3,7,30/06/2091,22/02/1990,2.0071,2.01,3
7,4,8,01/07/2091,23/02/1990,3.6068,3.9102,5
8,5,1,02/07/2091,24/02/1990,4.5532,4.5532,5
9,6,2,03/07/2091,25/02/1990,5.6314,5.5532,1
10,7,3,04/07/2091,26/02/1990,6.0071,6.5532,2
11,8,4,05/07/2091,27/02/1990,7.6068,7.5532,4
12,9,5,06/07/2091,28/02/1990,8.5532,8.5532,4
13,10,6,07/07/2091,01/03/1990,9.6314,9.5532,5
14,11,7,08/07/2091,02/03/1990,10.0071,10.5532,1
15,12,8,09/07/2091,03/03/1990,11.6068,11.5532,3
1,1,1,10/07/2091,04/03/1990,0.5532,0.6638,1
2,2,2,11/07/2091,05/03/1990,1.6314,1.8208,2
3,3,3,12/07/2091,06/03/1990,2.0071,2.01,3
4,4,4,13/07/2091,07/03/1990,3.6068,3.9102,5
5,5,5,14/07/2091,08/03/1990,4.5532,4.5532,5
6,6,6,15/07/2091,09/03/1990,5.6314,5.5532,1
7,7,7,16/07/2091,10/03/1990,6.0071,6.5532,2
8,8,8,17/07/2091,11/03/1990,7.6068,7.5532,4
9,9,1,18/07/2091,12/03/1990,8.5532,8.5532,4
10,10,2,19/07/2091,13/03/1990,9.6314,9.5532,5
11,11,3,20/07/2091,14/03/1990,10.0071,10.5532,1
12,12,4,21/07/2091,15/03/1990,11.6068,11.5532,3
13,1,5,22/07/2091,16/03/1990,0.5532,0.6638,1
14,2,6,23/07/2091,17/03/1990,1.6314,1.8208,2
15,3,7,24/07/2091,18/03/1990,2.0071,2.01,3
1,4,8,25/07/2091,19/03/1990,3.6068,3.9102,5
2,5,1,26/07/2091,20/03/1990,4.5532,4.5532,5
3,6,2,27/07/2091,21/03/1990,5.6314,5.5532,1
4,7,3,28/07/2091,22/03/1990,6.0071,6.5532,2
5,8,4,29/07/2091,23/03/1990,7.6068,7.5532,4
6,9,5,30/07/2091,24/03/1990,8.5532,8.5532,4
7,10,6,31/07/2091,01/01/1990,9.6314,9.5532,5
8,11,7,01/08/2091,02/01/1990,10.0071,10.5532,1
9,12,8,02/08/2091,03/01/1990,11.6068,11.5532,3
10,1,1,03/08/2091,04/01/1990,0.5532,0.6638,1
11,2,2,04/08/2091,05/01/1990,1.6314,1.8208,2
12,3,3,05/08/2091,06/01/1990,2.0071,2.01,3
13,4,4,06/08/2091,07/01/1990,3.6068,3.9102,5
14,5,5,07/08/2091,08/01/1990,4.5532,4.5532,5
15,6,6,08/08/2091,09/01/1990,5.6314,5.5532,1
1,7,7,09/08/2091,10/01/1990,6.0071,6.5532,2
2,8,8,10/08/2091,11/01/1990,7.6068,7.5532,4
3,9,1,11/08/2091,12/01/1990,8.5532,8.5532,4
4,10,2,12/08/2091,13/01/1990,9.6314,9.5532,5
5,11,3,13/08/2091,14/01/1990,10.0071,10.5532,1
6,12,4,14/08/2091,15/01/1990,11.6068,11.5532,3
7,1,5,15/08/2091,16/01/1990,0.5532,0.6638,1
8,2,6,16/08/2091,17/01/1990,1.6314,1.8208,2
9,3,7,17/08/2091,18/01/1990,2.0071,2.01,3
10,4,8,18/08/2091,19/01/1990,3.6068,3.9102,5
11,5,1,19/08/2091,20/01/1990,4.5532,4.5532,5
12,6,2,20/08/2091,21/01/1990,5.6314,5.5532,1
13,7,3,21/08/2091,22/01/1990,6.0071,6.5532,2
14,8,4,22/08/2091,23/01/1990,7.6068,7.5532,4
15,9,5,23/08/2091,24/01/1990,8.5532,8.5532,4
1,10,6,24/08/2091,25/01/1990,9.6314,9.5532,5
2,11,7,25/08/2091,26/01/1990,10.0071,10.5532,1
3,12,8,26/08/2091,27/01/1990,11.6068,11.5532,3
4,1,1,27/08/2091,28/01/1990,0.5532,0.6638,1
5,2,2,28/08/2091,29/01/1990,1.6314,1.8208,2
6,3,3,29/08/2091,30/01/1990,2.0071,2.01,3
7,4,4,30/08/2091,31/01/1990,3.6068,3.9102,5
8,5,5,31/08/2091,01/02/1990,4.5532,4.5532,5
9,6,6,01/09/2091,02/02/1990,5.6314,5.5532,1
10,7,7,02/09/2091,03/02/1990,6.0071,6.5532,2
11,8,8,03/09/2091,04/02/1990,7.6068,7.5532,4
12,9,1,04/09/2091,05/02/1990,8.5532,8.5532,4
13,10,2,05/09/2091,06/02/1990,9.6314,9.5532,5
14,11,3,06/09/2091,07/02/1990,10.0071,10.5532,1
15,12,4,07/09/2091,08/02/1990,11.6068,11.5532,3
1,1,5,08/09/2091,09/02/1990,0.5532,0.6638,1
2,2,6,09/09/2091,10/02/1990,1.6314,1.8208,2
3,3,7,10/09/2091,11/02/1990,2.0071,2.01,3
4,4,8,11/09/2091,12/02/1990,3.6068,3.9102,5
5,5,1,12/09/2091,13/02/1990,4.5532,4.5532,5
6,6,2,13/09/2091,14/02/1990,5.6314,5.5532,1
7,7,3,14/09/2091,15/02/1990,6.0071,6.5532,2
8,8,4,15/09/2091,16/02/1990,7.6068,7.5532,4
9,9,5,16/09/2091,17/02/1990,8.5532,8.5532,4
10,10,6,17/09/2091,18/02/1990,9.6314,9.5532,5
11,11,7,18/09/2091,19/02/1990,10.0071,10.5532,1
12,12,8,19/09/2091,20/02/1990,11.6068,11.5532,3
13,1,1,20/09/2091,21/02/1990,0.5532,0.6638,1
14,2,2,21/09/2091,22/02/1990,1.6314,1.8208,2
15,3,3,22/09/2091,23/02/1990,2.0071,2.01,3
1,4,4,23/09/2091,24/02/1990,3.6068,3.9102,5
2,5,5,24/09/2091,25/02/1990,4.5532,4.5532,5
